name
Donald J. Trump
"Paul Kirk, Jr."
Paul Laxalt
Paul M. Simon
Paul S. Trible
Paul S. Trible mlajši
"Paul S. Trible, Jr."
Paul Sarbanes
Paul Simon
"Paul Trible, Jr."
Paul Tsongas
Paul Wellstone
Paula Hawkins
Paulus Laxalt
Pete Domenici
Pete Wilson
Peter Fitzgerald
Peter G. Fitzgerald
Petrus Barton Wilson
Phil Gramm
Quentin Burdick
Quentin N. Burdick
Quentin Northrup Burdick
Rand Paul
Raphael Eduardus Cruz
Ricardus Iohannes Santorum
Ricardus Shelby
Richard Blumenthal
Richard Bryan
Richard Burr
Richard C. Shelby
Richard Durbin
Richard G. Lugar
Richard J. Durbin
Richard Lugar
Richard M. Burr
Richard Shelby
Richardus Hudson Bryan
Rick Santorum
Rick Scott
Rik Santorum
Rik Santoryum
Riks Santorums
Rob Portman
Robert Bennett
Robert Berd
Robert Byrd
Robert C. Byrd
Robert C. Smith
Robert Carlyle Byrd
Robert Charles Krueger
Robert Dole
Robert Foster Bennett
Robert Jones Portman
"Robert Kasten, Jr."
Robert Kerrey
Robert Krueger
Robert Menendez
"Robert P. Casey, Jr."
Robert Packwood
Robert Stafford
Robert Torricelli
Robert W. Kasten Jr.
Roberts Bērds
Robertus Byrd
Rod Grams
Roger F. Wicker
Roger Jepsen
Roger Wicker
Roland Burris
Roland W. Burris
Rolandus Burris
Ron Johnson
Ron Lee Wyden
Ron Wyden
Roy Blunt
Rudy Boschwitz
Russ Feingold
Russel Long
Russell B. Long
Russell Billiu Long
Russell Feingold
Russell Long
S. I. Hayakawa
S.I. Hayakawa
Sam Brownback
Sam Nunn
Samuel Hayakawa
Samuel Ichiye Hayakawa
Samuel Nunn
Saxby Chambliss
Scott Brown
Scott P. Brown
Sheila Frahm
Sheldon Whitehouse
Shelley Moore Capito
Sherrod Brown
Slade Gorton
Spark Matsunaga
Spencer Abraham
Steve Daines
Steve Symms
Steven Symms
Strom Thurmond
Susan Collins
Susan M. Collins
Tammy Baldwin
Tammy Duckworth
Ted Cruz
Ted Kaufman
Ted Kennedy
Ted Kruz
Ted Stevens
Teds Kenedijs
Teds Kruss
Teds Krūzos
Terry Sanford
Thad Cochran
Theodorus Stevens
Thom Tillis
Thomas Carper
Thomas Eagleton
Thomas Harkin
Thomas R. Carper
Thomas Rolland Tillis
Thomas Udall
Tim Hutchinson
Tim Johnson
Tim Kaine
Tim Scott
Tim Wirth
Timotheus Michael Kaine
Timothy E. Wirth
Timothy Michael Kaine
Timothy Wirth
Tims Keins
Tina Smith
Todd Young
Tom Carper
Tom Coburn
Tom Cotton
Tom Daschle
Tom Harkin
Tom Udall
Trent Lott
Walter Dee Huddleston
Walter Huddleston
Warren Bruce Rudman
Warren Rudman
Wayne Allard
Wendell Ford
Wendell H. Ford
Wiliam V. Roth mlajši
William Armstrong
William Cohen
William L. Armstrong
William Lester Armstrong
William M. Cowan
William Proxmire
"William Roth, Jr."
William S. Cohen
William V. Roth
"William V. Roth, Jr."
Wyche Fowler
"Wyche Fowler, Jr."
Zell Miller
